standard_taxon,TraitName1,avg.value,data.type
AGOSERIS HETEROPHYLLA,SLA,31.8743281333333,traits.at.species.level
AGRIMONIA EUPATORIA,Height,0.576,traits.at.species.level
AGRIMONIA EUPATORIA,LA,1129.35133333333,traits.at.species.level
AGRIMONIA EUPATORIA,Leaf C,446.333333333333,traits.at.species.level
AGRIMONIA EUPATORIA,Leaf N,17.3666666666667,traits.at.species.level
AGRIMONIA EUPATORIA,Leaf P,1.81666666666667,traits.at.species.level
AGRIMONIA EUPATORIA,Seed dry mass,12.856375,traits.at.species.level
AGRIMONIA EUPATORIA,SLA,14.9282666667333,traits.at.species.level
AGROPYRON CRISTATUM,Height,0.37588,traits.at.species.level
AGROPYRON CRISTATUM,LA,536.90347826087,traits.at.species.level
AGROPYRON CRISTATUM,Leaf C,468.765552886321,traits.at.species.level
AGROPYRON CRISTATUM,Leaf K,17.7508662586128,traits.at.species.level
AGROPYRON CRISTATUM,Leaf N,24.6608241744845,traits.at.species.level
AGROPYRON CRISTATUM,Leaf P,1.62870802786965,traits.at.species.level
AGROPYRON CRISTATUM,Seed dry mass,1.98,traits.at.species.level
AGROPYRON CRISTATUM,SLA,7.95894407158543,traits.at.species.level
AGROSTIS CANINA,Height,0.182,traits.at.species.level
AGROSTIS CANINA,LA,123.375,traits.at.species.level
AGROSTIS CANINA,Leaf C,445.885285714286,traits.at.species.level
AGROSTIS CANINA,Leaf N,23.5852857142857,traits.at.species.level
AGROSTIS CANINA,Leaf P,3.128,traits.at.species.level
AGROSTIS CANINA,Seed dry mass,0.062,traits.at.species.level
AGROSTIS CANINA,SLA,33.8228748485696,traits.at.species.level
AGROSTIS CAPILLARIS,Height,0.33662223514186,traits.at.species.level
AGROSTIS CAPILLARIS,LA,180.92615456875,traits.at.species.level
AGROSTIS CAPILLARIS,Leaf C,462.717685281081,traits.at.species.level
AGROSTIS CAPILLARIS,Leaf K,22.3228469809524,traits.at.species.level
AGROSTIS CAPILLARIS,Leaf N,28.0196256921286,traits.at.species.level
AGROSTIS CAPILLARIS,Leaf P,2.48150012599982,traits.at.species.level
AGROSTIS CAPILLARIS,Seed dry mass,0.0751768553143341,traits.at.species.level
AGROSTIS CAPILLARIS,SLA,26.7627423369552,traits.at.species.level
AGROSTIS GIGANTEA,Height,0.663122448979592,traits.at.species.level
AGROSTIS GIGANTEA,LA,381.94623118,traits.at.species.level
AGROSTIS GIGANTEA,Leaf C,421.1755,traits.at.species.level
AGROSTIS GIGANTEA,Leaf N,21.8255,traits.at.species.level
AGROSTIS GIGANTEA,Seed dry mass,0.115,traits.at.species.level
AGROSTIS GIGANTEA,SLA,27.9810261390157,traits.at.species.level
AGROSTIS HUGONIANA,Leaf C,439.86001001,traits.at.species.level
AGROSTIS HUGONIANA,Leaf N,23.686666333,traits.at.species.level
AGROSTIS HUGONIANA,Leaf P,0.9884712,traits.at.species.level
AGROSTIS HUGONIANA,SLA,97.7575956708333,traits.at.species.level
AGROSTIS MERTENSII,Height,0.106142857142857,traits.at.species.level
AGROSTIS MERTENSII,LA,63.5900526046875,traits.at.species.level
AGROSTIS MERTENSII,Seed dry mass,0.125555555555556,traits.at.species.level
AGROSTIS MERTENSII,SLA,24.62177471125,traits.at.species.level
AGROSTIS MONTEVIDENSIS,LA,403.9162,traits.at.species.level
AGROSTIS POURRETII,Height,0.113,traits.at.species.level
AGROSTIS POURRETII,Leaf C,463.87031728,traits.at.species.level
AGROSTIS POURRETII,Leaf K,15.18446175,traits.at.species.level
AGROSTIS POURRETII,Leaf N,20.366650224,traits.at.species.level
AGROSTIS POURRETII,Leaf P,3.4380221375,traits.at.species.level
AGROSTIS POURRETII,Seed dry mass,0.0876666666666667,traits.at.species.level
AGROSTIS POURRETII,SLA,30.096210854,traits.at.species.level
AGROSTIS SCABRA,LA,119.53,traits.at.species.level
AGROSTIS SCABRA,Leaf N,15.5,traits.at.species.level
AGROSTIS SCABRA,SLA,11.9060007545478,traits.at.species.level
AGROSTIS STOLONIFERA,Height,0.251818181818182,traits.at.species.level
AGROSTIS STOLONIFERA,LA,157.673496666667,traits.at.species.level
AGROSTIS STOLONIFERA,Leaf C,445.083766135032,traits.at.species.level
AGROSTIS STOLONIFERA,Leaf N,29.8662184601919,traits.at.species.level
AGROSTIS STOLONIFERA,Leaf P,2.30989017383425,traits.at.species.level
AGROSTIS STOLONIFERA,Seed dry mass,0.0413333333333333,traits.at.species.level
AGROSTIS STOLONIFERA,SLA,28.7080259198946,traits.at.species.level
AGROSTIS VINEALIS,Leaf C,449.088750977927,traits.at.species.level
AGROSTIS VINEALIS,Leaf N,27.1924390521808,traits.at.species.level
AGROSTIS VINEALIS,Leaf P,0.958658778333333,traits.at.species.level
AGROSTIS VINEALIS,Seed dry mass,0.0435,traits.at.species.level
AGROSTIS VINEALIS,SLA,89.6925856792308,traits.at.species.level
AIRA CARYOPHYLLEA,Height,0.1181875,traits.at.species.level
AIRA CARYOPHYLLEA,LA,19.5,traits.at.species.level
AIRA CARYOPHYLLEA,Leaf C,402.5,traits.at.species.level
AIRA CARYOPHYLLEA,Leaf N,22.3,traits.at.species.level
AIRA CARYOPHYLLEA,Leaf P,2.1,traits.at.species.level
AIRA CARYOPHYLLEA,Seed dry mass,0.112666666666667,traits.at.species.level
AIRA CARYOPHYLLEA,SLA,19.5212347677189,traits.at.species.level
AIRA CUPANIANA,Height,0.86308643,traits.at.species.level
AIRA CUPANIANA,Seed dry mass,0.029036,traits.at.species.level
AIRA CUPANIANA,SLA,40.7392357777778,traits.at.species.level
AIRA ELEGANTISSIMA,LA,9.65864,traits.at.species.level
AIRA ELEGANTISSIMA,SLA,27.824733332,traits.at.species.level
AIRA PRAECOX,SLA,19.63936102,traits.at.species.level
AJUGA AUSTRALIS,Height,0.239,traits.at.species.level
AJUGA AUSTRALIS,LA,1175.58695566667,traits.at.species.level
AJUGA AUSTRALIS,Seed dry mass,2.40613333333333,traits.at.species.level
AJUGA AUSTRALIS,SLA,14.1708678356291,traits.at.species.level
AJUGA PYRAMIDALIS,Height,0.05,traits.at.species.level
AJUGA PYRAMIDALIS,Seed dry mass,1.372,traits.at.species.level
AJUGA PYRAMIDALIS,SLA,20.8,traits.at.species.level
AJUGA REPTANS,Height,0.0761333333333333,traits.at.species.level
AJUGA REPTANS,LA,1555.0347875817,traits.at.species.level
AJUGA REPTANS,Leaf C,432.805497311852,traits.at.species.level
AJUGA REPTANS,Leaf N,21.6148102153969,traits.at.species.level
AJUGA REPTANS,Leaf P,3.30270785384406,traits.at.species.level
AJUGA REPTANS,Seed dry mass,1.2765,traits.at.species.level
AJUGA REPTANS,SLA,30.2689047256176,traits.at.species.level
ALBUCA,Height,0.3,traits.at.species.level
ALCHEMILLA ALPINA,Height,0.105966666666667,traits.at.species.level
ALCHEMILLA ALPINA,LA,334.061944444444,traits.at.species.level
ALCHEMILLA ALPINA,Leaf C,445.1125,traits.at.species.level
ALCHEMILLA ALPINA,Leaf N,20.5666666666667,traits.at.species.level
ALCHEMILLA ALPINA,Leaf P,1.3475,traits.at.species.level
ALCHEMILLA ALPINA,Seed dry mass,0.27,traits.at.species.level
ALCHEMILLA ALPINA,SLA,13.1254545454545,traits.at.species.level
ALCHEMILLA GLOMERULANS,SLA,23.255813953,traits.at.species.level
ALCHEMILLA XANTHOCHLORA,Height,0.1481,traits.at.species.level
ALCHEMILLA XANTHOCHLORA,LA,6248.5625,traits.at.species.level
ALCHEMILLA XANTHOCHLORA,Leaf C,446.094924163061,traits.at.species.level
ALCHEMILLA XANTHOCHLORA,Leaf N,28.2528061437435,traits.at.species.level
ALCHEMILLA XANTHOCHLORA,Leaf P,2.385,traits.at.species.level
ALCHEMILLA XANTHOCHLORA,SLA,19.9530769230769,traits.at.species.level
ALISMA SUBCORDATUM,Leaf C,413.37,traits.at.species.level
ALISMA SUBCORDATUM,Leaf N,36.3,traits.at.species.level
ALISMA SUBCORDATUM,SLA,23.2361098814616,traits.at.species.level
ALLIONIA INCARNATA,LA,2824.1473,traits.at.species.level
ALLIONIA INCARNATA,SLA,15.616,traits.at.species.level
ALLIUM ANISOPODIUM,Height,0.264,traits.at.species.level
ALLIUM ANISOPODIUM,LA,224.82424729,traits.at.species.level
ALLIUM ANISOPODIUM,Leaf N,35.2,traits.at.species.level
ALLIUM ANISOPODIUM,SLA,12.6192624595,traits.at.species.level
ALLIUM BIDENTATUM,LA,174.018582270909,traits.at.species.level
ALLIUM BIDENTATUM,Leaf C,443.252534216396,traits.at.species.level
ALLIUM BIDENTATUM,Leaf K,26.7573603181714,traits.at.species.level
ALLIUM BIDENTATUM,Leaf N,31.9978168924823,traits.at.species.level
ALLIUM BIDENTATUM,Leaf P,3.06906316072349,traits.at.species.level
ALLIUM BIDENTATUM,SLA,12.1844758713889,traits.at.species.level
ALLIUM CANADENSE,Height,0.273865384615385,traits.at.species.level
ALLIUM CANADENSE,Leaf C,394.76,traits.at.species.level
ALLIUM CANADENSE,Leaf N,21.71,traits.at.species.level
ALLIUM CANADENSE,Seed dry mass,0.805133333,traits.at.species.level
ALLIUM CANADENSE,SLA,13.0364936121543,traits.at.species.level
ALLIUM CERNUUM,LA,675,traits.at.species.level
ALLIUM CHRYSANTHUM,LA,137.5,traits.at.species.level
ALLIUM CHRYSANTHUM,Leaf N,24.8188215707461,traits.at.species.level
ALLIUM CHRYSANTHUM,SLA,7.26124178859475,traits.at.species.level
ALLIUM GEYERI,Height,0.0562,traits.at.species.level
ALLIUM GEYERI,LA,117.973333333333,traits.at.species.level
ALLIUM LEUCOCEPHALUM,Height,0.15,traits.at.species.level
ALLIUM LEUCOCEPHALUM,LA,7.501,traits.at.species.level
ALLIUM LEUCOCEPHALUM,Leaf C,436.59023341484,traits.at.species.level
ALLIUM LEUCOCEPHALUM,Leaf K,8.04301727197761,traits.at.species.level
ALLIUM LEUCOCEPHALUM,Leaf N,31.1034664629081,traits.at.species.level
ALLIUM LEUCOCEPHALUM,Leaf P,1.44830059972187,traits.at.species.level
ALLIUM LEUCOCEPHALUM,SLA,21.635401241412,traits.at.species.level
ALLIUM SIKKIMENSE,Leaf C,446.938886108333,traits.at.species.level
ALLIUM SIKKIMENSE,Leaf N,21.7,traits.at.species.level
ALLIUM SIKKIMENSE,Leaf P,0.997377143333333,traits.at.species.level
ALLIUM SIKKIMENSE,SLA,64.6432572150834,traits.at.species.level
ALLIUM STELLATUM,Height,0.352307692307692,traits.at.species.level
ALLIUM STELLATUM,Leaf C,448.24,traits.at.species.level
ALLIUM STELLATUM,Leaf N,31.84,traits.at.species.level
ALLIUM STELLATUM,Seed dry mass,2.66988846186539,traits.at.species.level
ALLIUM STELLATUM,SLA,14.9253731341642,traits.at.species.level
ALLIUM TEXTILE,LA,180.9736,traits.at.species.level
ALLIUM TEXTILE,SLA,11.5299242275,traits.at.species.level
ALLIUM VINEALE,Height,0.7,traits.at.species.level
ALLIUM VINEALE,LA,879,traits.at.species.level
ALLIUM VINEALE,Seed dry mass,9.354,traits.at.species.level
ALLIUM VINEALE,SLA,18.7073091050364,traits.at.species.level
ALLOTEROPSIS SEMIALATA,Height,0.55,traits.at.species.level
ALLOTEROPSIS SEMIALATA,LA,841.6083333,traits.at.species.level
ALLOTEROPSIS SEMIALATA,Leaf C,476.263799866667,traits.at.species.level
ALLOTEROPSIS SEMIALATA,Leaf K,8.63119333333333,traits.at.species.level
ALLOTEROPSIS SEMIALATA,Leaf N,9.25155957947368,traits.at.species.level
ALLOTEROPSIS SEMIALATA,Leaf P,0.9599508,traits.at.species.level
ALLOTEROPSIS SEMIALATA,Seed dry mass,1.8,traits.at.species.level
ALLOTEROPSIS SEMIALATA,SLA,13.976939985,traits.at.species.level
ALNUS RUBRA,Height,18.372971758232,traits.at.species.level
ALNUS RUBRA,Leaf N,19.6954598614286,traits.at.species.level
ALNUS RUBRA,Leaf P,1.5,traits.at.species.level
ALNUS RUBRA,SLA,14.054346412275,traits.at.species.level
ALOPECURUS PRATENSIS,Height,0.216486810551559,traits.at.species.level
ALOPECURUS PRATENSIS,LA,1601.55028160294,traits.at.species.level
ALOPECURUS PRATENSIS,Leaf C,463.238127960365,traits.at.species.level
ALOPECURUS PRATENSIS,Leaf K,18.4804994322307,traits.at.species.level
ALOPECURUS PRATENSIS,Leaf N,25.2227233196921,traits.at.species.level
ALOPECURUS PRATENSIS,Leaf P,2.09672341885444,traits.at.species.level
ALOPECURUS PRATENSIS,Seed dry mass,0.8365,traits.at.species.level
ALOPECURUS PRATENSIS,SLA,19.6657141598228,traits.at.species.level
ALYSICARPUS GLUMACEUS,Seed dry mass,1.595,traits.at.species.level
ALYSSUM ALYSSOIDES,Height,0.216666666666667,traits.at.species.level
ALYSSUM ALYSSOIDES,LA,22.875,traits.at.species.level
ALYSSUM ALYSSOIDES,Seed dry mass,0.6685,traits.at.species.level
ALYSSUM ALYSSOIDES,SLA,19.028,traits.at.species.level
ALYSSUM DESERTORUM,Height,0.1,traits.at.species.level
ALYSSUM DESERTORUM,LA,37.8961666666667,traits.at.species.level
ALYSSUM DESERTORUM,Leaf C,408.0838214625,traits.at.species.level
ALYSSUM DESERTORUM,Leaf N,31.92521475125,traits.at.species.level
ALYSSUM DESERTORUM,Seed dry mass,0.46,traits.at.species.level
ALYSSUM DESERTORUM,SLA,19.6901514631189,traits.at.species.level
ALYSSUM LENENSE,LA,780.97368,traits.at.species.level
ALYSSUM LENENSE,SLA,31.67352333,traits.at.species.level
ALYSSUM SIMPLEX,Height,0.2,traits.at.species.level
ALYSSUM SIMPLEX,LA,75,traits.at.species.level
ALYSSUM SIMPLEX,Seed dry mass,0.74,traits.at.species.level
AMARANTHUS,LA,137.5,traits.at.species.level
AMARANTHUS,Leaf N,18.523716352628,traits.at.species.level
AMARANTHUS,SLA,8.98402814931749,traits.at.species.level
AMARANTHUS RETROFLEXUS,Height,0.4,traits.at.species.level
AMARANTHUS RETROFLEXUS,LA,786.174368857143,traits.at.species.level
AMARANTHUS RETROFLEXUS,Leaf N,31.6818181818182,traits.at.species.level
AMARANTHUS RETROFLEXUS,Seed dry mass,0.485,traits.at.species.level
AMARANTHUS RETROFLEXUS,SLA,17.9679661678253,traits.at.species.level
AMARANTHUS TUBERCULATUS,Leaf C,403.08,traits.at.species.level
AMARANTHUS TUBERCULATUS,Leaf N,16.32,traits.at.species.level
AMARANTHUS TUBERCULATUS,SLA,16.260162601813,traits.at.species.level
AMBLYNOTUS RUPESTRIS,SLA,5.2018310445,traits.at.species.level
AMBROSIA ARTEMISIIFOLIA,Height,0.498675,traits.at.species.level
AMBROSIA ARTEMISIIFOLIA,LA,1048.78260869565,traits.at.species.level
AMBROSIA ARTEMISIIFOLIA,Leaf C,411.26,traits.at.species.level
AMBROSIA ARTEMISIIFOLIA,Leaf N,28.636,traits.at.species.level
AMBROSIA ARTEMISIIFOLIA,Seed dry mass,4.02,traits.at.species.level
AMBROSIA ARTEMISIIFOLIA,SLA,22.1040371216171,traits.at.species.level
AMBROSIA PSILOSTACHYA,Height,0.255897932816538,traits.at.species.level
AMBROSIA PSILOSTACHYA,LA,511.2875,traits.at.species.level
AMBROSIA PSILOSTACHYA,Leaf C,401.070388888889,traits.at.species.level
AMBROSIA PSILOSTACHYA,Leaf N,21.5805636363636,traits.at.species.level
AMBROSIA PSILOSTACHYA,Leaf P,2.51272727272727,traits.at.species.level
AMBROSIA PSILOSTACHYA,Seed dry mass,6.3115,traits.at.species.level
AMBROSIA PSILOSTACHYA,SLA,18.0875933654055,traits.at.species.level
AMBROSIA TENUIFOLIA,LA,451.943,traits.at.species.level
AMBROSIA TENUIFOLIA,Leaf N,28.1,traits.at.species.level
AMBROSIA TRIFIDA,Height,0.64,traits.at.species.level
AMBROSIA TRIFIDA,Leaf C,400.52,traits.at.species.level
AMBROSIA TRIFIDA,Leaf N,40.08,traits.at.species.level
AMBROSIA TRIFIDA,Seed dry mass,6.733,traits.at.species.level
AMBROSIA TRIFIDA,SLA,16.5142857143429,traits.at.species.level
AMELANCHIER ALNIFOLIA,Leaf N,18.2,traits.at.species.level
AMELANCHIER ALNIFOLIA,Leaf P,2.75245972444444,traits.at.species.level
AMELANCHIER ALNIFOLIA,SLA,11.5959688888889,traits.at.species.level
AMMOPHILA BREVILIGULATA,Leaf N,23.58212,traits.at.species.level
AMORPHA CANESCENS,Height,0.501592592592593,traits.at.species.level
AMORPHA CANESCENS,Leaf C,483.3194,traits.at.species.level
AMORPHA CANESCENS,Leaf N,24.4454246936842,traits.at.species.level
AMORPHA CANESCENS,Leaf P,1.5,traits.at.species.level
AMORPHA CANESCENS,Seed dry mass,1.80738867924528,traits.at.species.level
AMORPHA CANESCENS,SLA,16.6747935693315,traits.at.species.level
AMSINCKIA MENZIESII,Height,0.508,traits.at.species.level
AMSINCKIA MENZIESII,Leaf C,391.9126869,traits.at.species.level
AMSINCKIA MENZIESII,Leaf K,46.671393,traits.at.species.level
AMSINCKIA MENZIESII,Leaf N,24.42123871,traits.at.species.level
AMSINCKIA MENZIESII,Leaf P,9.3724515,traits.at.species.level
AMSINCKIA MENZIESII,Seed dry mass,2.4,traits.at.species.level
AMSINCKIA MENZIESII,SLA,15.271231584,traits.at.species.level
ANAGALLIS ARVENSIS,Height,0.0854347826086957,traits.at.species.level
ANAGALLIS ARVENSIS,LA,46.175,traits.at.species.level
ANAGALLIS ARVENSIS,Leaf C,406,traits.at.species.level
ANAGALLIS ARVENSIS,Leaf N,26.09978435,traits.at.species.level
ANAGALLIS ARVENSIS,Seed dry mass,0.5345,traits.at.species.level
ANAGALLIS ARVENSIS,SLA,30.0624289039673,traits.at.species.level
ANAPHALIS LACTEA,Leaf C,446.98889445,traits.at.species.level
ANAPHALIS LACTEA,Leaf N,20.8333333333333,traits.at.species.level
ANAPHALIS LACTEA,Leaf P,0.68468977,traits.at.species.level
ANAPHALIS LACTEA,SLA,70.1829643015,traits.at.species.level
ANAPHALIS MARGARITACEA,Height,0.2814,traits.at.species.level
ANAPHALIS MARGARITACEA,LA,345.12,traits.at.species.level
ANAPHALIS MARGARITACEA,Leaf C,436.442716666667,traits.at.species.level
ANAPHALIS MARGARITACEA,SLA,17.766973382613,traits.at.species.level
ANDROMEDA POLIFOLIA,Height,0.13252380952381,traits.at.species.level
ANDROMEDA POLIFOLIA,LA,64.5960416666667,traits.at.species.level
ANDROMEDA POLIFOLIA,Leaf C,552.285081207206,traits.at.species.level
ANDROMEDA POLIFOLIA,Leaf N,14.402,traits.at.species.level
ANDROMEDA POLIFOLIA,Leaf P,0.83,traits.at.species.level
ANDROMEDA POLIFOLIA,SLA,7.30750980068515,traits.at.species.level
ANDROPOGON GERARDII,Height,0.838115009746589,traits.at.species.level
ANDROPOGON GERARDII,LA,893.478260869565,traits.at.species.level
ANDROPOGON GERARDII,Leaf C,454.69648714375,traits.at.species.level
ANDROPOGON GERARDII,Leaf K,27.47370113625,traits.at.species.level
ANDROPOGON GERARDII,Leaf N,13.1907068769388,traits.at.species.level
ANDROPOGON GERARDII,Leaf P,2.35820819125,traits.at.species.level
ANDROPOGON GERARDII,Seed dry mass,0.838210606060606,traits.at.species.level
ANDROPOGON GERARDII,SLA,15.8113838716904,traits.at.species.level
ANDROPOGON HALLII,Leaf N,11,traits.at.species.level
ANDROPOGON VIRGINICUS,Height,0.416659259259259,traits.at.species.level
ANDROPOGON VIRGINICUS,LA,1051.21555555556,traits.at.species.level
ANDROPOGON VIRGINICUS,Leaf K,5,traits.at.species.level
ANDROPOGON VIRGINICUS,Leaf N,13.3,traits.at.species.level
ANDROPOGON VIRGINICUS,Leaf P,1,traits.at.species.level
ANDROPOGON VIRGINICUS,Seed dry mass,0.36965,traits.at.species.level
ANDROPOGON VIRGINICUS,SLA,17.8160366057028,traits.at.species.level
ANDROSACE OCCIDENTALIS,SLA,25.720501,traits.at.species.level
ANDROSACE SEPTENTRIONALIS,Height,0.01675,traits.at.species.level
ANDROSACE SEPTENTRIONALIS,LA,53.2806060606061,traits.at.species.level
ANDROSACE SEPTENTRIONALIS,Leaf C,417.530666666667,traits.at.species.level
ANDROSACE SEPTENTRIONALIS,Leaf N,20.0354166666667,traits.at.species.level
ANDROSACE SEPTENTRIONALIS,Leaf P,2.71344285714286,traits.at.species.level
ANDROSACE SEPTENTRIONALIS,Seed dry mass,0.128,traits.at.species.level
ANDROSACE SEPTENTRIONALIS,SLA,29.87873055642,traits.at.species.level
ANDRYALA INTEGRIFOLIA,Height,0.344199643688028,traits.at.species.level
ANDRYALA INTEGRIFOLIA,Leaf C,470.8305019,traits.at.species.level
